Integer,Float,String,Boolean,Datetime,Category
49,0.12839219520611067,cherry,False,2022-07-21,low
55,0.11195462429014869,cherry,True,2023-09-11,low
13,0.6729867078523781,cherry,False,2023-12-01,medium
1,0.629475895884919,cherry,True,2021-09-11,low
55,0.09733617816496376,apple,False,2021-03-28,low
29,0.9066649194907084,banana,True,2023-08-02,medium
18,0.9890292951372823,apple,False,2020-08-09,medium
76,0.574286918192774,apple,False,2024-01-20,high
21,0.26620608489250386,apple,False,2021-10-21,low
83,0.2700238570806244,cherry,True,2024-12-07,low
33,0.5736325446823904,date,False,2022-10-20,low
62,0.8826628977144725,apple,False,2022-05-03,medium
54,0.4319313797364126,banana,True,2022-09-29,high
40,0.41240488069128245,cherry,True,2024-05-13,medium
46,0.9729792802598514,apple,False,2022-08-24,low
22,0.5269004103058725,apple,False,2021-03-31,medium
30,0.40299761138535883,apple,False,2022-03-28,medium
39,0.8149802988382271,date,False,2021-03-17,low
97,0.08002024921913953,apple,False,2023-08-30,medium
69,0.5972833787787086,date,True,2023-04-08,high
62,0.801254310126699,banana,False,2023-12-08,medium
17,0.6891806197115543,apple,True,2021-06-10,high
74,0.8573599737281947,banana,False,2024-06-03,high
88,0.13186045699836757,apple,False,2023-06-23,medium
83,0.71915602069911,cherry,True,2020-03-26,low
63,0.10925153272969534,banana,True,2022-10-12,low
31,0.6685399533271235,banana,True,2022-01-02,medium
54,0.7422858846737855,cherry,True,2022-08-19,low
65,0.9512976594060534,cherry,False,2024-12-29,medium
37,0.2504973422975232,banana,True,2023-12-24,low
75,0.12779840651268692,date,False,2023-06-12,high
7,0.7376815905522189,apple,True,2021-07-21,low
62,0.9525888355154506,banana,True,2020-09-17,high
27,0.26946118389557183,banana,True,2020-02-24,low
22,0.05738832769427771,date,False,2022-05-23,high
60,0.785718746294462,banana,False,2023-02-28,medium
73,0.07811295394459639,banana,True,2020-10-18,high
43,0.0004191513395797042,cherry,True,2024-04-07,low
19,0.8336009639852934,banana,True,2022-06-12,low
10,0.42991299699157226,apple,False,2022-10-02,medium
34,0.8325807935406657,apple,True,2023-04-28,high
67,0.31905050260294,banana,False,2021-03-20,high
18,0.04943487456479345,apple,True,2024-02-15,low
39,0.5117143182916783,cherry,False,2024-01-25,high
40,0.04546590039169418,cherry,False,2020-07-15,medium
5,0.4386839350998254,date,True,2020-10-14,low
29,0.6709795162492503,cherry,False,2023-07-27,low
7,0.7677327498670108,cherry,False,2022-12-14,medium
50,0.1778346984624931,cherry,False,2020-05-25,low
88,0.29148776325798575,date,True,2024-10-07,low
43,0.08667715610721072,banana,True,2022-12-29,medium
59,0.208073325739214,date,False,2020-06-30,low
2,0.21640543461170814,cherry,False,2023-09-10,medium
51,0.3961358086126845,apple,True,2021-10-07,high
1,0.7972816696686514,banana,False,2024-12-26,medium
47,0.7657606505768504,banana,False,2023-09-26,high
19,0.6061382892771277,apple,True,2021-09-01,low
35,0.5651765706510161,apple,True,2023-09-19,high
2,0.6386274629882165,date,True,2022-07-24,high
35,0.520047877406045,date,True,2022-11-08,high
57,0.7892928186367835,cherry,False,2021-09-30,low
81,0.328318869784996,apple,True,2021-05-22,medium
49,0.9949880935245947,cherry,True,2024-08-05,high
41,0.1186625650690426,apple,True,2024-12-01,medium
54,0.46357497919807766,banana,True,2021-09-29,high
39,0.7880503827285348,date,False,2023-11-01,medium
98,0.1830479657613644,apple,False,2023-11-19,high
33,0.8881428080938861,banana,True,2023-03-22,low
3,0.7851224492130272,cherry,True,2021-01-22,medium
53,0.14713202141756165,date,True,2021-03-18,medium
5,0.06658611966622896,banana,True,2022-05-04,medium
25,0.057288819547888004,cherry,False,2021-10-31,low
25,0.09502812829095542,banana,False,2022-08-07,high
85,0.25761805827928386,apple,True,2024-05-25,low
7,0.3346447612764881,apple,False,2023-09-06,high
87,0.60158873850815,cherry,True,2020-07-06,high
97,0.6533511538435451,banana,False,2023-05-15,high
80,0.5660160333155627,cherry,True,2022-09-24,high
75,0.8891361900133808,banana,True,2022-04-20,low
34,0.4459403082023764,banana,False,2021-12-03,medium
21,0.06301226733578602,cherry,False,2020-01-21,low
48,0.29934535703166376,banana,True,2021-10-18,low
40,0.1586256384821716,date,False,2022-02-09,medium
39,0.1410032251190092,date,False,2020-09-19,medium
84,0.8455321125977543,date,False,2024-08-10,high
48,0.7331352974616987,apple,True,2023-03-04,high
55,0.2213973130241076,date,True,2021-12-16,low
57,0.9909956423863966,date,False,2021-09-10,low
29,0.23374332643137186,date,True,2021-09-12,high
35,0.15019110554363746,cherry,False,2020-03-22,low
28,0.36756879536307696,apple,True,2020-04-18,low
71,0.17156244407149446,date,True,2020-02-08,high
7,0.2739700047652903,date,False,2020-06-28,low
41,0.35842154059877196,banana,False,2023-02-13,medium
9,0.1283139822780569,apple,False,2020-05-12,low
81,0.4843283277356919,banana,True,2023-06-20,high
69,0.03476899148450896,banana,False,2024-03-01,low
1,0.7829400411476244,cherry,True,2022-09-18,medium
21,0.33911828460366367,apple,False,2024-04-19,low
24,0.23392345369561718,cherry,False,2023-04-29,low
29,0.16588600578433743,cherry,False,2021-05-07,low
34,0.3719456707575418,date,False,2022-06-20,low
56,0.346789090793319,banana,False,2023-04-24,high
26,0.5819481936776844,date,False,2024-06-07,low
6,0.8811214990966801,banana,False,2023-04-26,medium
60,0.44533069446040097,banana,False,2023-12-06,medium
23,0.760934018214816,date,True,2022-02-17,high
97,0.7446351236877913,banana,False,2020-08-06,high
36,0.9851725427881013,cherry,False,2021-04-12,medium
38,0.5352070417289049,date,True,2022-08-30,high
92,0.9873445575393412,banana,True,2024-10-30,medium
71,0.444500688998719,date,False,2023-10-20,high
22,0.17659169492382865,banana,True,2023-07-16,high
39,0.2834399551971193,date,False,2023-07-08,low
55,0.34129204181936645,date,False,2023-06-28,high
47,0.5649788877031778,apple,False,2020-12-04,medium
54,0.7425075982716773,date,False,2021-03-13,low
96,0.04610909678778663,date,True,2021-09-30,low
15,0.965765481165715,banana,True,2020-10-28,low
79,0.23599104710019358,cherry,True,2024-11-20,low
95,0.12862487230609176,date,False,2022-07-18,high
48,0.6642994750832292,cherry,True,2023-05-20,low
77,0.023461156231318503,apple,False,2020-12-22,medium
59,0.49277936323718774,cherry,False,2024-12-16,medium
79,0.6811942967070634,banana,True,2024-05-24,low
51,0.08971475984534427,cherry,True,2020-10-31,medium
51,0.7954661836260979,banana,False,2021-07-30,high
96,0.6562805110379618,cherry,False,2022-10-20,low
86,0.4658634369732002,date,True,2023-04-30,medium
95,0.9005903321257932,cherry,True,2020-07-29,high
59,0.34266117184003697,date,True,2021-03-02,low
47,0.044772517488381625,apple,False,2023-10-29,high
62,0.7715293660563092,cherry,True,2024-09-11,high
3,0.9931006865537827,banana,True,2023-04-16,high
11,0.816174615968772,date,False,2022-04-16,medium
67,0.19146766212711186,banana,False,2020-02-16,high
86,0.6891148762843583,date,False,2022-11-08,medium
20,0.006929149973612048,date,False,2022-02-21,low
33,0.06676180938122611,banana,False,2024-06-04,low
97,0.2634228067077451,cherry,True,2023-05-08,low
3,0.5861119969285588,apple,True,2023-11-11,high
88,0.44202381311355177,banana,True,2022-12-04,medium
40,0.7348105141527206,banana,True,2020-09-17,low
62,0.41421214523051175,banana,True,2023-03-08,low
21,0.9821950314493896,date,False,2024-06-03,medium
58,0.054171972508782806,apple,False,2020-10-04,medium
52,0.8307569798494048,cherry,False,2020-05-02,high
51,0.8127812710909454,banana,True,2022-11-09,high
64,0.6327010572465889,cherry,False,2022-02-23,medium
72,0.2423904856032778,banana,True,2022-06-16,high
31,0.8698809305163162,cherry,True,2023-05-22,high
45,0.0777340159253278,date,True,2024-06-22,high
58,0.9429401721722475,apple,False,2021-01-26,medium
77,0.6632966613094886,banana,False,2021-03-19,medium
74,0.823032902374087,cherry,True,2024-11-25,medium
14,0.6542931129217228,date,True,2020-08-25,medium
25,0.5921870175266786,banana,True,2023-12-27,medium
78,0.5264777959841361,apple,False,2022-06-26,low
79,0.6209793349010018,banana,False,2023-08-31,high
25,0.8221950100156517,banana,False,2024-03-29,high
45,0.4051737202224206,banana,False,2023-05-19,low
2,0.9471685115785861,cherry,True,2023-12-07,medium
51,0.11835396049358482,banana,False,2022-04-03,low
29,0.6704112356087684,apple,True,2024-04-30,low
94,0.11027849468091422,banana,True,2020-09-17,high
49,0.41014191292319113,date,False,2020-12-19,medium
47,0.07006071435396066,cherry,True,2020-05-15,low
60,0.5667162374230198,date,False,2023-08-26,low
98,0.9225091325133454,date,False,2023-04-25,low
87,0.9239879731329212,banana,False,2020-09-02,high
21,0.7470996829959783,date,False,2024-04-05,low
69,0.22607104676529688,apple,True,2020-05-28,low
27,0.35238071559699313,date,True,2024-12-09,low
50,0.9819071259493557,cherry,True,2020-05-10,high
52,0.36190528924691767,date,False,2021-06-18,medium
16,0.6095873413711961,apple,True,2023-08-11,high
13,0.09910865644611677,apple,True,2020-12-30,medium
30,0.9740251071071965,cherry,False,2023-08-09,low
39,0.6644987917584021,banana,False,2022-03-18,high
6,0.38537984959652816,date,True,2020-05-30,high
62,0.3623903039520209,banana,False,2023-01-28,low
96,0.39481365806045265,date,True,2021-02-27,medium
44,0.535526610850259,date,True,2024-07-17,low
86,0.18318907415759056,apple,False,2020-07-18,low
47,0.38322293989326095,banana,True,2021-02-04,high
55,0.8143366784683693,apple,True,2022-12-19,low
16,0.6611209779467785,date,True,2022-08-15,medium
86,0.19266418447754685,cherry,True,2022-03-26,high
98,0.9431124590504406,cherry,False,2023-12-19,low
68,0.2606110338454386,date,True,2021-01-31,high
15,0.7118479951139751,date,True,2020-06-16,low
77,0.9959511368278915,date,True,2021-05-21,low
73,0.1391858907182425,date,True,2021-08-18,low
74,0.7880594935619182,banana,False,2022-05-23,medium
34,0.058211355019817446,banana,False,2021-11-06,high
42,0.4079626670174671,date,True,2022-09-27,medium
82,0.9812614206510233,banana,True,2023-09-27,high
77,0.6295858667058969,cherry,False,2022-05-05,low
29,0.2547541535791453,banana,False,2023-03-06,medium
91,0.210868533528215,apple,False,2021-08-19,low
68,0.4769482833554678,apple,True,2022-09-07,medium
58,0.7876040602952696,cherry,True,2021-12-02,high
68,0.13009711709212735,apple,False,2022-02-13,medium
61,0.10300677780235723,banana,True,2021-08-09,medium
71,0.13150535986892786,cherry,False,2020-06-29,high
35,0.36429304627919934,apple,True,2024-04-30,high
3,0.9109741080430193,cherry,False,2022-07-13,high
35,0.8686611584474259,apple,True,2024-07-28,high
91,0.9303302821007238,banana,True,2024-12-22,low
94,0.49714695709205836,apple,False,2021-07-17,high
70,0.3460029847069195,apple,True,2022-06-03,low
3,0.324640206607651,date,True,2020-02-15,medium
70,0.5684195538515833,banana,True,2020-01-23,high
83,0.4821378692760008,date,False,2022-03-02,high
71,0.30452243521704836,date,False,2020-05-08,medium
16,0.8189638169330604,date,True,2022-05-19,medium
87,0.110085764947489,apple,False,2022-11-20,medium
65,0.4916089839691612,apple,True,2020-10-04,high
42,0.819238868129776,banana,True,2020-02-08,medium
97,0.476246111066155,cherry,False,2020-10-25,low
74,0.8816438573191148,apple,False,2021-11-13,high
29,0.10887309271154832,cherry,False,2024-01-21,medium
19,0.471837270535334,banana,False,2023-09-29,medium
12,0.09763742774756623,cherry,False,2023-01-19,low
80,0.21932675752536035,cherry,True,2023-04-13,low
3,0.12612723810448778,date,True,2021-02-11,low
61,0.30731201888875925,banana,False,2021-04-24,medium
81,0.7545902796155399,cherry,True,2023-10-05,low
81,0.37053195363457236,apple,True,2021-02-04,low
73,0.7395332672839413,date,True,2020-12-11,high
78,0.18439246665653308,date,False,2022-10-03,medium
16,0.5890791911706471,apple,False,2023-09-27,high
56,0.9582689261940514,cherry,False,2023-11-01,medium
87,0.8320019721757915,cherry,True,2020-12-31,low
44,0.3310280441581752,cherry,True,2020-10-17,high
37,0.02402529427733835,cherry,False,2020-07-31,medium
23,0.1461499000024078,date,False,2020-03-05,medium
45,0.36255473061870647,cherry,False,2024-09-04,medium
98,0.726557703903345,cherry,True,2020-02-17,low
59,0.19737208422306463,banana,True,2023-07-28,medium
79,0.9247916183674856,apple,False,2022-06-10,medium
29,0.026536533256187655,apple,False,2021-04-28,low
91,0.4554800297827686,date,False,2023-02-24,medium
2,0.31228380687778134,cherry,False,2021-06-03,high
56,0.8574373892140925,banana,False,2020-01-12,low
38,0.28338000430328714,date,True,2021-04-08,low
52,0.921759740891708,date,True,2022-09-24,low
57,0.8480439350491047,cherry,False,2023-01-07,high
86,0.29547702772299633,cherry,True,2023-09-26,medium
85,0.9736302238852959,banana,True,2022-02-28,medium
5,0.7771277743873839,apple,False,2021-02-06,high
10,0.054731523504548574,cherry,False,2024-07-13,medium
60,0.3956305220385765,apple,True,2024-07-16,low
91,0.46063364747271107,date,False,2024-10-15,low
93,0.7394910192531369,banana,True,2024-04-20,low
36,0.7860956014958116,cherry,True,2020-09-03,high
32,0.9276076336792188,banana,True,2020-05-17,medium
25,0.9982317354187114,date,True,2021-04-23,low
74,0.13245913333774872,date,True,2022-09-03,medium
83,0.8897795646764894,apple,False,2023-11-11,medium
45,0.9026865258197013,date,False,2020-02-28,medium
11,0.6072733951155592,cherry,False,2022-06-23,medium
57,0.7762447812531393,cherry,False,2023-10-09,high
93,0.6646803854049905,banana,True,2022-08-22,low
4,0.9621001124517695,cherry,False,2020-11-10,medium
44,0.08513787008360318,date,True,2022-11-13,medium
18,0.3735633990723013,date,False,2023-07-04,low
64,0.8783185377866676,cherry,False,2023-03-05,medium
41,0.0969316416962912,date,True,2022-06-04,medium
87,0.06630433892631116,apple,False,2022-02-06,high
40,0.10112095833290435,apple,True,2022-01-25,medium
92,0.031832903755541375,apple,True,2021-02-19,low
48,0.18431292930657062,cherry,False,2021-11-19,high
88,0.2011069149679049,banana,False,2021-07-23,low
56,0.2540287457396052,banana,True,2021-08-22,medium
27,0.9341088253504676,date,False,2022-09-25,low
64,0.13181469024689207,banana,True,2020-11-24,low
31,0.6462185818584527,date,True,2021-01-18,low
33,0.7418060511852997,cherry,True,2020-02-01,medium
52,0.8940256614639357,apple,False,2021-12-12,low
33,0.04481019748324355,cherry,False,2023-03-16,low
47,0.27659681793409774,apple,False,2022-12-27,medium
24,0.007072146976828897,apple,True,2023-07-25,low
51,0.9045768883954438,cherry,True,2022-12-05,medium
77,0.012806826284743611,date,False,2020-03-09,medium
47,0.3495669261613812,date,False,2024-06-12,low
91,0.4904056533692329,cherry,True,2024-08-13,high
84,0.8711592442723228,banana,True,2021-07-03,low
2,0.8872995594176841,cherry,True,2023-08-20,high
10,0.20923858584714794,cherry,True,2024-10-19,medium
3,0.9903148085867977,cherry,False,2023-02-07,low
4,0.2798922841956937,date,True,2024-04-17,medium
91,0.902463154572519,apple,False,2022-11-09,high
2,0.823686266373148,date,False,2023-11-25,medium
93,0.5673085357591259,apple,False,2021-08-05,high
6,0.8649568496144949,apple,True,2022-02-14,high
63,0.7163142603061637,banana,True,2020-08-26,low
8,0.12074780668394791,cherry,True,2023-01-10,medium
71,0.36862708724563786,date,True,2022-10-07,medium
15,0.10080393833881107,cherry,False,2021-11-09,low
30,0.8332128618900633,cherry,True,2024-06-22,medium
31,0.5698682532626208,cherry,False,2022-04-06,high
74,0.0005955066730587433,apple,False,2020-05-07,medium
87,0.9242705443547073,apple,False,2022-02-03,low
86,0.6212735166867971,apple,True,2024-05-31,medium
18,0.30606056323605824,apple,True,2021-07-14,low
49,0.6389129773281264,apple,False,2023-11-28,high
54,0.4417538615924862,cherry,False,2024-04-14,high
6,0.09125483625909436,banana,True,2020-03-05,high
68,0.6516405207717084,cherry,False,2020-03-13,high
97,0.05106480546932535,apple,False,2023-02-26,low
43,0.8128278246715526,cherry,True,2020-03-26,high
84,0.06133906193470606,apple,True,2020-02-12,low
27,0.6075946153890608,apple,False,2023-02-10,high
7,0.35451599818672286,banana,True,2024-11-07,high
89,0.34441834498733226,date,False,2022-12-10,high
97,0.29233129657343715,banana,False,2021-08-22,high
73,0.14054946208860697,banana,False,2022-07-26,medium
1,0.478822654581896,cherry,False,2020-07-21,medium
23,0.5234946959179556,apple,False,2023-07-14,medium
53,0.8922480016066021,apple,False,2021-01-29,high
26,0.8157925043142614,apple,False,2020-10-14,medium
42,0.046379498584292245,apple,False,2023-08-22,high
93,0.24573526788292177,banana,False,2024-12-21,low
68,0.9524732679531532,apple,True,2024-01-30,low
56,0.21303116288331914,date,False,2020-01-07,medium
85,0.5405241905595956,banana,False,2024-09-25,medium
79,0.09985804510068141,cherry,False,2023-04-16,medium
92,0.04532623197555008,banana,True,2021-10-27,high
33,0.8363007793966004,cherry,False,2021-11-20,low
10,0.08353385996643092,banana,True,2021-08-08,medium
72,0.08165967659013629,banana,False,2021-06-25,low
1,0.724492661258227,banana,True,2023-03-29,low
42,0.46616506399017466,banana,False,2020-09-28,medium
98,0.168295104216714,cherry,True,2023-05-21,low
36,0.43153762199718915,date,False,2020-10-01,low
42,0.591747415519643,apple,True,2023-03-12,high
22,0.5716290101196322,cherry,False,2020-10-01,medium
77,0.5945528723257502,cherry,True,2020-05-08,medium
20,0.6464237971896423,cherry,True,2021-11-14,medium
21,0.28764450102648986,apple,True,2021-04-28,medium
11,0.00926223213323596,banana,True,2024-03-14,medium
52,0.017822237855693923,cherry,True,2021-05-09,medium
68,0.82104297596358,banana,True,2021-11-11,high
19,0.6334622590407913,date,True,2023-11-18,medium
27,0.21602632445536574,cherry,True,2020-03-06,low
89,0.564707044724288,banana,True,2020-03-30,high
27,0.12683743497783506,apple,True,2023-06-29,high
51,0.1759862311778393,date,False,2022-05-10,low
78,0.7361671273582099,date,True,2023-03-27,low
4,0.8922423130387386,date,False,2020-10-30,low
33,0.7459897190432667,cherry,True,2021-01-27,low
77,0.1977845512117088,apple,True,2020-07-23,low
91,0.48088605954240937,banana,False,2021-07-21,low
19,0.41423139864602176,banana,True,2022-03-13,low
38,0.9062626996833281,cherry,True,2021-07-18,high
43,0.24467385552844723,apple,True,2021-03-06,high
67,0.17287301709628045,banana,False,2022-12-17,high
37,0.9552302588426534,apple,True,2024-03-10,medium
51,0.060039881916384874,date,True,2023-05-31,medium
22,0.015407509470224401,banana,False,2023-04-14,medium
5,0.2297757284569033,banana,True,2022-02-04,high
47,0.6839310073574785,banana,False,2020-10-16,low
37,0.2558809197948433,cherry,True,2024-06-14,high
25,0.8242436762865476,banana,True,2022-09-20,high
11,0.22090146124639998,apple,False,2024-07-04,high
71,0.6883373978339103,banana,True,2024-06-14,medium
16,0.6979924372879894,cherry,False,2023-12-27,high
39,0.6851737218577673,cherry,True,2020-04-25,high
31,0.17542304028155975,banana,True,2022-12-01,high
78,0.9338434281344095,date,False,2022-04-06,low
81,0.7891392287585263,cherry,True,2023-01-16,medium
55,0.7416273146672776,apple,True,2020-01-24,low
97,0.05209089344216378,date,True,2021-02-10,medium
37,0.8578389832415749,banana,True,2023-06-22,low
31,0.2602001535666143,apple,False,2022-01-08,medium
20,0.2988383781787396,date,True,2024-03-25,high
50,0.8261195263861606,apple,True,2023-12-16,high
78,0.16289226888290576,cherry,True,2023-10-11,high
72,0.7105038328605993,cherry,False,2023-10-05,low
98,0.3033493921950906,date,True,2024-02-17,low
64,0.8657309806178539,apple,True,2021-10-12,low
61,0.22729468823345245,banana,True,2020-06-10,high
97,0.542827782990075,cherry,True,2021-03-31,low
2,0.6471292329223277,date,False,2024-10-03,high
41,0.46234230821363376,date,False,2020-03-27,high
46,0.9894493104772313,cherry,False,2022-05-13,low
98,0.45255727781559074,banana,True,2024-11-08,low
14,0.8601140103347211,banana,True,2022-10-26,high
70,0.4125671154658642,date,False,2020-02-28,high
27,0.3603081788140715,cherry,True,2024-02-19,low
15,0.10994962037147527,apple,False,2021-12-21,low
79,0.18364580754338233,cherry,True,2024-04-29,high
51,0.7812517304821881,date,True,2021-04-17,high
60,0.2035512874380654,apple,False,2022-08-24,high
17,0.35232970698164656,cherry,True,2020-04-06,high
14,0.0890400567663382,cherry,False,2022-08-14,medium
12,0.8059641258856584,apple,True,2020-03-23,high
27,0.6935413319194098,cherry,True,2022-07-21,low
62,0.06868848879690559,apple,False,2023-05-27,medium
88,0.43060002201994774,apple,True,2021-08-02,medium
92,0.6482867579811269,banana,False,2021-11-29,low
60,0.5082402626117745,banana,False,2022-08-02,low
18,0.8172183201435109,apple,False,2024-05-02,low
42,0.9091870418696587,date,True,2022-06-05,low
36,0.11910038063000439,banana,False,2022-08-31,medium
2,0.9329137774495215,date,False,2024-08-31,medium
86,0.7606419985689199,banana,False,2021-11-03,high
18,0.27428704352467204,date,False,2022-08-25,high
92,0.9748781952962678,apple,True,2021-01-31,low
30,0.5538492043834249,cherry,True,2022-05-18,high
89,0.8497939658228942,apple,True,2021-12-25,medium
83,0.26127474190969546,date,True,2023-05-10,medium
28,0.887318716862347,apple,True,2024-08-29,low
99,0.17774686366076853,apple,False,2023-02-19,medium
51,0.6108694732106325,apple,False,2022-04-02,medium
78,0.3964032072513983,cherry,True,2020-01-29,medium
35,0.1132031176077295,date,False,2023-06-09,high
82,0.009608890912006118,apple,False,2020-04-28,high
95,0.21108066255595948,date,True,2020-04-07,low
3,0.2140422734385462,banana,True,2022-12-04,medium
42,0.06662464373679133,cherry,True,2024-08-07,low
20,0.828144130059819,apple,True,2022-05-16,low
92,0.26781177843985116,cherry,False,2021-09-23,medium
11,0.8952820123735116,apple,True,2022-05-14,medium
68,0.16135714655808364,apple,True,2020-06-24,high
12,0.9125595456186529,banana,False,2024-09-14,low
47,0.47942805604040184,date,True,2023-07-31,medium
51,0.365765665150556,cherry,True,2022-04-18,high
84,0.6263759110588072,apple,True,2022-09-11,low
39,0.008216650749600207,banana,True,2024-06-03,high
36,0.35576906107232054,cherry,False,2023-09-07,low
71,0.5451478936219111,date,True,2020-07-21,low
47,0.7523691576382237,apple,False,2023-12-29,high
93,0.37311418495625226,cherry,True,2020-02-05,medium
23,0.017104623652828943,banana,True,2024-03-15,high
32,0.5648759392566193,date,False,2021-06-10,medium
10,0.7092257033637066,cherry,True,2021-02-09,high
81,0.41352996576670176,date,False,2024-01-22,low
87,0.1875762586949461,banana,True,2022-04-13,low
13,0.833824708892222,banana,False,2023-04-11,medium
29,0.7494668428346746,cherry,False,2024-07-07,low
86,0.24314036163867625,date,True,2020-02-11,low
21,0.15954526747944475,cherry,True,2024-03-17,medium
72,0.7608666407761777,apple,True,2022-10-30,low
76,0.5595085555326637,date,False,2022-10-20,high
24,0.20667673708616907,banana,False,2024-04-10,high
82,0.47401026165969196,apple,False,2020-03-06,high
23,0.16003959590883343,apple,False,2021-09-23,high
47,0.7013036490090188,cherry,False,2023-08-28,low
93,0.24702732374646552,apple,False,2023-07-17,low
92,0.6046784186613788,cherry,False,2023-07-02,high
43,0.39789603583947963,apple,True,2024-01-05,medium
96,0.23602521281052868,cherry,False,2024-01-08,medium
34,0.5233627807066369,banana,True,2022-12-11,high
89,0.19301880185453457,cherry,False,2022-08-24,high
49,0.6841797587401668,apple,True,2020-02-03,high
38,0.8797561439421975,banana,False,2020-11-16,high
32,0.6560871074143895,date,True,2023-03-26,medium
44,0.8833794468159599,cherry,True,2023-08-31,high
67,0.6739080263700767,cherry,True,2024-07-16,medium
25,0.6379397358420363,cherry,True,2022-11-20,high
